"id","female","anxdep1","anxdep2","anxdep3","anxdep4","lonely1","lonely2","lonely3","lonely4"
901,1,2,2.75,3,2.25,1.75,2.75,2.5,2.25
902,1,2.5,2.25,2.75,2.75,3.25,3.5,4,4.5
903,1,1.75,3.5,2.25,2.25,2.75,3.25,3,1.75
904,1,1.5,2,3,3.5,1.5,2,2.5,3.5
905,1,1.25,2.25,1.75,2.5,2.25,2,2.25,2.25
906,1,2,2,2.75,3.75,2,2,2.75,2.75
907,1,1,1,1.5,1.5,1.75,1,1.5,1
908,1,1,1,2.75,2.25,1.25,1.5,2.25,2
909,1,3.25,3,3,3.25,3.25,3,2.75,3
910,1,1.5,1.75,1.75,1.5,2,2,2,1.75
911,1,3.25,4.5,2.75,2.75,3,2.75,2.75,2.75
912,1,4.5,3.75,4,3.25,4,5,4,2.75
913,1,1.5,1.5,1.25,2,1.75,2.5,2.5,2
914,1,2.5,2.25,2,2,2,3,3,1.75
915,1,2.25,2.25,2.75,1.75,2.75,1,2.25,1.5
916,1,2.5,3,3,2.75,2.25,3,2.75,3
917,1,1,1.25,2.25,1.75,1.75,1.75,2.5,1
918,1,1,2,2.5,2.75,1,1.5,2.25,2.25
919,1,1.5,1.5,1.25,2,1.5,2.25,2.25,1.25
920,1,2.25,3,3.5,3.5,2,2.25,3.25,1.75
921,1,2.25,2.75,3.75,3,2,2.5,2.75,3
922,1,2,1.5,2,2.5,2.25,2,2.25,1.75
923,1,2.25,2.75,2.75,1.25,2.75,2,2.5,1
924,1,1,2.25,2,2.25,2.5,2.5,2,3
925,1,2.5,2.5,2.75,2.25,3.75,3.5,3,2.5
926,1,2.5,2.25,2.5,2.75,3.25,2,2.25,3.25
927,1,4,4.25,3.25,3.25,3.25,3,3.5,3
928,1,2.5,2.5,2.5,2,2.75,2.5,2.75,2.5
929,1,1,1.25,1.5,1.25,1.25,1,1.25,1
930,1,1.5,2,2.25,2.75,2,1.5,1.75,1.5
931,1,3.5,3.25,2.75,3.25,3,2.25,3,3.25
932,1,1,2.25,2.25,1,1.5,2.75,3,2.5
933,1,1.75,1,1,1.25,2.5,2.25,1.75,1.75
934,1,2.25,2.5,2,3.5,2.25,3.25,4,3.5
935,1,1,1.25,1,1,1.25,1,1,2
936,1,2.5,3,2.75,4,2.25,2.75,2.75,3
937,1,1.25,2.5,3.25,3.75,1.25,2.75,2.75,3.5
938,1,1,1,1.25,1.75,1,1,1.5,1.25
939,1,1.75,1.75,1.75,1.25,2.5,1.75,1.5,1.25
940,1,2.25,2.75,3,3,3,3.25,3.5,2.75
941,1,1.75,2,2.75,2.25,2.25,2.25,2.75,2.75
942,1,1.75,1.25,2,3,2.5,2.25,2.5,2.25
943,1,1,1,2.25,1.25,1.5,2,3.5,3
944,1,1.75,1.75,3.25,2.75,2,2.5,3.5,3.25
945,1,1.75,2,2.75,2.75,1,1.25,2.5,2
946,1,2.5,2.25,1.5,2.75,3.5,2.25,2.25,3.5
947,1,1.25,1,2.25,1.25,1.75,1,1.25,1.5
948,1,2.75,1.75,1.75,1.75,1.5,1,1.75,1
949,1,1,1.75,2.5,2.5,2,3.25,3.5,3.25
950,1,2.5,3.25,3.25,4,2.5,2.75,2,2.75
951,1,2.5,2.25,2.25,1.25,1.5,2,2,1.5
952,1,2,3,3.25,2.25,1.5,2.25,2.25,2
953,1,3,1.5,1,1.25,2.25,2,1.5,1.75
954,1,3,2.25,2,1.75,3.25,2.75,2.75,2
955,1,1.5,1,1.75,1.75,2,1.5,2.25,2
956,1,2.25,3,3.75,2.75,2,3,3,3.5
957,1,3,3.25,2.75,2.75,2.5,2.75,3,3
958,1,1.75,1.75,2.25,1.5,1.75,2,2,2
959,1,1.25,2.5,3,3.25,1.75,2.25,2.75,3
960,1,1.5,2.25,2,2.75,1.75,1.75,1.5,2.25
961,1,1.5,3.25,4,3.75,2,3,3.25,3
962,1,1,1.25,2,1.25,1,1,2.25,1
963,1,1,1.5,1,1.25,1,1,1,1
964,1,2,2.25,4.25,3.5,1,2,2.5,2
965,1,2,1.75,2.5,2.5,2.5,3.5,3.25,2.75
966,1,3.25,2.5,2.5,3,2.5,2.5,2.25,3.25
967,1,2.5,2.75,3.5,3,3.25,3.25,2.5,3.25
968,1,1.75,2.25,2.25,1.75,2.75,3.25,3,3
969,1,1.75,2.5,2.25,3,2.25,2,2,2.5
970,1,1.5,1.25,1.5,1.75,2,2.25,2.75,2.5
971,1,2.75,2.5,2.75,2.5,2.5,2.75,2.25,2
972,1,1.5,2.25,2.75,3,2,2.5,2,2.5
973,1,1.25,2.25,2.75,2,1.5,2,2.75,2.25
974,1,2.25,2.5,3,3,3,3,3.75,4
975,1,3.5,3,2.5,2.5,1.75,2.75,2.75,3
976,1,2.25,1.5,2,2.25,2.25,2.25,2,1.75
977,1,2.75,2.75,2.25,3,2,2.75,2,2.75
978,1,2,2.25,2.75,2.5,2,2.75,2.75,2.25
979,1,2,1.75,1.25,1,2.75,2.25,2,2.5
980,1,2.75,1.5,2.75,1.5,2.25,2.5,3,3
981,1,1,1,2,1.5,2.25,1,2.75,2.25
982,1,2.5,3,2.5,2,2,2.25,2.5,2.5
983,1,2.75,2.5,3,3,3,2.75,2.75,3.25
984,1,3,2.25,1.75,3.25,1.5,2.25,1.75,2
985,1,1.5,1.75,3,2.75,1,2.25,3,2.25
986,1,2.25,2.5,2,1,2.25,2.25,1.5,1.25
987,1,2.5,4.25,3.25,3.5,2.75,4,3.75,3.5
988,1,1,1.25,1.25,1.25,1,1.5,1.5,1.5
989,1,1.75,1,1,1.5,2.5,2,1.5,2
990,1,1.75,2,1.75,2.75,1.75,2.25,2.75,3
991,1,1.25,1,2,1.75,2.25,2.5,2.75,2.5
992,1,2.25,2.75,3.5,2.5,2.5,3,3.5,3.75
993,1,2.5,2.75,3.25,3.75,2.75,2.25,3,3.5
994,1,1.75,3,2.25,1.25,1.75,2.25,1.25,1
995,1,2.5,2.5,3.75,3.25,2.25,2,2.75,3
996,1,2.25,2.25,3.5,3.25,3,3.5,3,2.75
997,1,2.25,2.75,2,2.5,1.25,1.5,1,2
998,1,3,2.5,3.25,2.25,2.25,2.5,3.5,3.25
999,1,3.5,2.75,1.75,1.5,3.25,2,2,2
1000,1,3.25,3.75,2.25,3.25,3.25,3.25,4.25,3.5
1001,1,2,2,2,2.5,2.75,3,3.5,2.5
1002,1,2.5,1.25,1,1.75,2.5,2,1.75,1.75
1003,1,3.25,2.25,2.75,2.25,3.5,2.25,2.5,2.75
1004,1,1.5,2,2.75,3,2.25,2.5,2.5,2.25
1005,1,1.25,1,2,2,1,2,2.25,1.75
1006,1,2.75,3.25,3.5,3,2.25,2.75,3,2.75
1007,1,1.5,2,2.75,3.25,2,2,2,2.75
1008,1,2.5,2,3,2.25,2,2.5,3,3.5
1009,1,3,2.25,2.75,2.75,2.25,2.25,2.25,2
1010,1,2,2.75,3.25,3.5,3.25,3.25,3.5,3.25
1011,1,2.75,2.75,2,1,4,4,3.5,2.75
1012,1,1.75,1,1,1,1.75,2,1.25,2.5
1013,1,2.75,2,2,1.25,3.5,3,2.75,2.5
1014,1,2.75,3,3.25,3.75,2.5,2,3,2.5
1015,1,1.75,3.25,2.75,3.25,2.75,2.25,3,2.25
1016,1,2.25,2,2.5,3.25,2.25,1.5,2.75,3
1017,1,1.5,2,1.75,2.75,1,1.5,1.5,2
1018,1,2,3.25,1.5,2,1.75,2,2.5,2
1019,1,1.25,2.25,2,1.75,2,2.25,2.25,2.25
1020,1,1.75,2.5,3,2.5,2.25,2.5,3,2.5
1021,1,1.5,2.5,2.75,3,2.25,2,2.75,2.25
1022,1,1.75,3,2,1.25,1.75,2.25,2,2.75
1023,1,2,1.75,1.25,1.5,2.25,1.75,2,2.25
1024,1,2.75,2.25,2,3,2.75,2.5,2.5,1.5
1025,1,2.25,1.5,1.75,1.5,2.25,2.25,2,1.25
1026,1,2.5,2.75,2.75,2.25,2.5,2.75,2,1.25
1027,1,2.75,2.5,4,3.75,2.25,3.25,3.75,3.75
1028,1,2,3,3,2.75,1.5,2,2.5,1
1029,1,3.25,2.25,3.25,3.75,2.5,2.75,3,2.5
1030,1,2,1.5,2.75,2,2.25,1.5,2.5,1.75
1031,1,1.5,1.75,1,2,3,2.25,2.25,3
1032,1,2,3.25,2.5,3.5,2,2.5,2.75,3.25
1033,1,1.25,1,1.5,1.5,1,1.75,2.5,1
1034,1,2.25,3.75,3.5,3.5,1.75,2.25,3.25,3.5
1035,1,2.75,3.25,2.25,2.5,2.5,3.25,2.25,2
1036,1,1,1.25,1,2.5,2,2,2,3.25
1037,1,2.25,2.5,3.5,2.25,2.25,2.5,2.25,2.75
1038,1,1,1,1.75,2.75,1,1,1.75,1.75
1039,1,2.5,4,2.75,2.25,2.75,4,2.75,3.5
1040,1,3,3.5,2.25,1.5,2.5,3,2.25,1.75
1041,1,3,3.5,3.25,3,3,3.5,3.75,3
1042,1,2,3,2.25,2,3,3.5,1.75,2.25
1043,1,1,1.25,1.25,1.5,1,1,1,1.5
1044,1,3,2.75,2.75,2.5,2,2.75,3,2
1045,1,2.75,2.5,2,2.5,3,2.75,2.5,3.25
1046,1,1.5,1.75,2,2,1.75,1.75,1.75,2.5
1047,1,2.25,2.5,1.25,2.5,2.25,2.75,2,2.5
1048,1,1.75,1.5,1.75,1.75,2,2,2,2.5
1049,1,1,2,3,2.25,2.75,3.25,3,2
1050,1,1,1.25,1,1.25,2.25,2.5,2,2.75
1051,1,1.5,1,2.5,2.25,1.75,2,3,2.5
1052,1,2,2.5,2.75,2.75,1,1.5,1.75,2.25
1053,1,3.25,4.5,3,2.5,4.25,3.75,2.5,2.5
1054,1,2.25,2.25,2.75,2.75,2,2.5,3,2.25
1055,1,2.75,3,2.5,2.75,2.25,3.75,3,3
1056,1,3,2.75,2.5,2.5,2.75,3,2.5,2.5
1057,1,1.25,2.75,1.75,1.75,2.75,3.25,2.75,2
1058,1,2.5,3,3,3,3.25,3.5,3.75,3.5
1059,1,2,1.5,2.5,2,2.25,1.5,2.25,2
1060,1,2.5,2.75,4.5,5,1.75,4,4.25,5
1061,1,1.75,1.5,1.25,1.75,1,1.25,1.75,2.25
1062,1,1.25,2,1.25,2.25,1,2,1.5,2
1063,1,1.25,1.25,2.75,3.75,2.5,3,3.75,3.25
1064,1,3,3.25,2.75,2.5,2.5,2.75,3.25,2
1065,1,1.75,1.5,1.5,1.75,1.5,1.5,2.25,2.25
1066,1,1.25,2.75,1.75,2.75,2.25,3,2.25,2.5
1067,1,1,2.25,1.25,1.5,2.25,1.5,1.5,1.25
1068,1,3.25,3,2.75,3.75,4,3.5,3.75,2.75
1069,1,2,3,2.25,2.25,1,2,2.25,2.25
1070,1,1,1.5,1.5,2,1.75,2,1.75,2.5
1071,1,2.25,3.5,3.5,3,3.25,3.75,3.5,4
1072,1,3.5,2.75,2.5,3.25,3.25,3.75,3.25,2.25
1073,1,2.25,2.25,2.5,1.5,3.25,3,2.75,3
1074,1,2.5,2.25,3,2.75,1.75,2.75,2.5,3.5
1075,1,2.25,2.5,3,3.5,2.75,1.75,2.75,2.25
1076,1,2.25,2.5,3.25,3.25,2,2.75,3.75,3.25
1077,1,1,1,1,1,1,1,1,1
1078,1,2.25,2.75,3.25,2.5,2,2.5,2.75,2.5
1079,1,1,1,1,1,2,2.5,1.5,1.75
1080,1,2.5,3,2,1.75,2.5,3.25,2.5,2.5
1081,1,2,1,1.5,1,2.25,2,1.5,1.5
1082,1,1.75,1,2.25,2.25,2,2.25,2.25,1.25
1083,1,1,1,1,2,1.25,1.75,3,2
1084,1,1.75,4.25,3.5,3,1.25,3.25,2.75,2.75
1085,1,2,1.5,1.75,2.5,1.25,1,1.5,2.25
1086,1,1,1,1,2.5,1.75,1,1.5,1.5
1087,1,2.25,2.5,2.25,2,2.5,2.5,3,1.75
1088,1,1.5,2,2.5,3,2.75,2,2.5,3
1089,1,2.25,1.75,1.5,1.25,1.75,1.5,1.5,1.5
1090,1,3,2.75,2.5,2.5,3.75,2.5,2.75,3.5
1091,1,2.5,3.5,2,3.75,3.25,2.5,2,1.75
1092,1,3.25,2.5,2.25,2.75,3.5,3,3.5,2.5
1093,1,3,2.75,3,3.5,3,2.5,2,2
1094,1,2.75,2.25,2.25,2.5,2.75,3,3,2
1095,1,2,1.75,2.5,2.5,2.75,2.5,3,3.25
1096,1,3,3.25,3.5,3,3,3,3.25,3.25
1097,1,1.5,1,1,1.75,2.25,1.5,1.25,2
1098,1,1.25,1,1,1.5,1.25,1,1,2
1099,1,1,2.75,2,1.5,1.75,2.5,1.75,1.5
1100,1,1,1,1,1.25,1.75,2,2.5,2.25
1101,1,2.25,3.25,1.25,1.25,2.75,1.5,1.75,2.25
1102,1,2.25,1.5,1,1.25,2,2.25,2,1.5
1103,1,1.75,2.5,1.75,1.25,1.5,2.5,2.5,1.75
1104,1,1.75,2.5,3.75,3.25,2.25,2.5,2.75,2
1105,1,1.25,2.25,2.5,2.5,1.5,2,1.75,2.5
1106,1,2,3,2.5,3.5,2.25,2.5,2,2.75
1107,1,2.25,2.25,1.75,2,1.25,1.5,2,1.5
1108,1,1.75,2.25,2.5,3.25,3,2.25,2.25,3.5
1109,1,1,1.25,1.5,2.25,1,1,1.75,1.25
1110,1,2.25,2.75,2,2,3.25,3,3.25,3
1111,1,2.75,2,1.5,1.5,3,2.25,1.75,2.5
1112,1,1.25,1.75,2,2.25,1.5,2.75,3,3
1113,1,1.75,2.5,2,2,2,2,2.25,2.75
1114,1,3.25,4,3.75,3,3.5,3.5,4,4.5
1115,1,2,2,1.75,2,2.25,2.75,2.5,2.5
1116,1,1.25,1.25,1.5,2.75,1,1.25,1,1.75
1117,1,2.5,2.75,2.75,1.75,2.5,2.5,2.5,2.75
1118,1,1.75,2,2,1.5,2,2.5,2.25,1.25
1119,1,2.75,1.75,1.75,1.75,2.25,2.25,2.25,1.25
1120,1,1.75,2,2,1.25,2.5,3,2.75,1.75
1121,1,2,1.75,3,2.25,2,2,3.75,2.75
1122,1,2.5,3,3.25,3,3.5,3.5,3,3.25
1123,1,3,3,3.25,3,2.75,2.5,2.75,2.5
1124,1,2,1.25,1.75,2.75,2.25,2,1.5,2.75
1125,1,2.25,1.5,1.5,2.25,2.75,2.25,2.75,2.5
1126,1,1.75,1.75,1.5,1.25,1.25,1.5,1.75,1.75
1127,1,2,2.25,2.75,3.5,2,2,2.75,2.5
1128,1,2.5,2,2.5,3.25,2,1.5,2.75,3.5
1129,1,2.25,2.5,2.5,3.25,2.75,2.25,3,3
1130,1,1.25,1.5,1.5,1,2,2,2,2
1131,1,1.25,1,1.5,2,2.25,2.75,2.5,3.25
1132,1,2.25,3,2.75,3.25,3,2.75,3.25,3.25
1133,1,2,2.75,2.25,3,3,2.5,2.25,3.25
1134,1,1.5,1.75,2.75,2.75,2.5,2.75,3.75,3
1135,1,1,1.25,1.25,2,1.5,1.75,1.75,2.75
1136,1,2.75,2.75,3.5,3.5,2.75,3,3.25,3.25
1137,1,2,2,2.75,2,2.25,2.25,2.5,1.25
1138,1,1,1,1,1,2,1.5,1.25,1
1139,1,2,1.5,1.5,3,2.75,3,2.75,2.75
1140,1,1,1.75,2.75,3.75,1.75,1.5,2.25,1.75
1141,1,1.25,2.75,1.75,1.5,2.5,2.75,2.25,2
1142,1,2.25,2,2,2.25,2.5,2,2.25,2.5
1143,1,1.5,2,3.5,2.75,2,2,2.5,2.5
1144,1,2,3,2.5,2.25,3.25,3.25,2.75,2.75
1145,1,2.25,2.25,1.5,1,2.75,3.25,1.75,2
1146,1,1.75,1.75,2.75,1.5,2.5,2.5,3.75,2.75
1147,1,2.5,1.5,2.5,1.25,2.5,2.25,2.25,1
1148,1,2.75,2.75,2.25,2.5,3.25,3,2.75,2
1149,1,2.5,3,2.5,2.5,4,3.5,3,3
1150,1,2.5,2,2.75,2.5,2,2,3,3.25
1151,1,2.75,2.25,2.5,3,2.75,2.25,3.25,2.75
1152,1,4,3.5,4,3.5,3.25,3.5,4.5,3.25
1153,1,2.25,1.25,2,1.5,2.75,2,2.5,2.25
1154,1,1.5,1.5,2,2.25,1,1,2.25,1.25
1155,1,1.5,1,3,2,2.25,2,2.75,2.75
1156,1,1.25,1.5,2.5,2.75,1,1.75,2.5,2
1157,1,1.75,1.5,3.25,3.75,2.5,3.25,4.5,4
1158,1,1.5,1.25,1.75,1.25,3.25,2.75,3,2.5
1159,1,2,1.75,2,2,1.25,2,2.5,1.5
1160,1,1.75,3,2.75,3.5,2,2.5,2.5,3.5
1161,1,3.75,2.75,1.5,2.5,2.75,2.75,2.5,2.75
1162,1,3,3.5,3.5,3.25,3,3,3,2.5
1163,1,3.75,3.25,3,2.5,3,3.25,3.25,2.75
1164,1,1.5,2,1.75,1.5,1.5,1.75,1.75,2
1165,1,1,1.75,2,2,1.25,2,2.25,1.5
1166,1,2,3,3.25,3.5,2.75,3.25,2.75,2.25
1167,1,2.5,1.75,3.5,3,2,3,3,2.75
1168,1,2.75,2.5,1,1.75,4,2.75,2,2.5
1169,1,3,2.75,2.25,2.5,4,2.75,2.75,2.75
1170,1,2.25,3,3.5,3.25,2.25,1.5,3,3.25
1171,1,4.5,3.75,3.75,3.5,4,3.5,3.5,3
1172,1,2,2.5,2.75,3.5,2.75,3.5,4,3.25
1173,1,1.75,2,1.5,2.5,1.25,1.75,1.75,2.25
1174,1,3,3.25,3.25,2.75,2.25,1.75,1.75,2.25
1175,1,1.25,2,1.75,1,2.5,3.25,2,2.5
1176,1,2.75,3,2.25,2.25,3,2.75,2.25,2
1177,1,1.5,2,2.25,1,1.25,2.25,2.5,2
1178,1,2.25,2.75,2.5,2,2.5,3.5,3.25,2.75
1179,1,1.75,1.75,2,1.5,3,2.5,2.75,2.5
1180,1,2,2,2.25,2,1.75,1.75,2.5,1.5
1181,1,1,1.25,2.5,1.75,1,1.5,1.25,1.5
1182,1,2,1.5,1.5,2.25,1.5,2,2.5,2
1183,1,2.25,2.75,3.25,2.75,2.25,2.75,2.25,2.5
1184,1,2,3,2.5,2.5,2.75,3.25,3.75,3.75
1185,1,2.25,2,2.75,2.5,2,1.5,3,3.25
1186,1,3,2,2,2.5,2.25,2.25,2.25,3
1187,1,2.25,2.5,3,3.5,1.5,2.5,2.25,4
1188,1,1.25,1,1.75,2,2,1.5,2,2.25
1189,1,2.25,2.5,3,2,2.25,1.75,2.5,2.5
1190,1,2,2.25,2.5,4.25,2.25,3.25,3,4
1191,1,1,1.5,1.75,2,2,1.75,1.5,1.5
1192,1,1.5,1.5,1.75,1,1.5,1.75,2,1
1193,1,1.75,1.5,1.5,1.5,2.75,1.75,2,1.75
1194,1,2.25,2.25,3,2.75,3.25,2.75,3,3.25
1195,1,1,1,1.5,1,2,2,2.75,1.5
1196,1,2.75,2.5,3,3,3.25,2.5,3,2.5
1197,1,3.75,3.75,3.5,3.25,2.25,3.5,3,2
1198,1,2.25,2.5,1.75,1.75,2.5,2,1.25,1.75
1199,1,2,3,2.25,1.75,2.75,2.75,3,3
1200,1,1.5,1,1.5,2.25,2,1,1.25,1
1201,1,2.5,2,1.75,2,2.5,2.75,2,2.25
1202,1,2.25,1.25,1.75,2.25,1.25,1.25,2.75,2
1203,1,1.75,2.25,2.75,3.5,1.75,2,2.25,2.25
1204,1,2.25,2.75,1.75,1.75,1.25,1.75,1,1
1205,1,1.25,1,1.75,1.5,2.25,1.75,2,1
1206,1,1.25,1.5,1.75,1.5,1.25,1,2,3
1207,1,2.5,2.25,3,3,2,2,1,2.5
1208,1,1,1,1.25,1.5,1.25,1,1.25,2
1209,1,2.5,2,2.5,2,3,2.5,3,1.5
1210,1,2,1.75,2,2.5,2.25,2,2,2.25
1211,1,2.25,2,2.25,1.25,2.25,2,2.5,1.75
1212,1,1.5,2.25,2.25,1.25,2.25,2,2.25,2.75
1213,1,2.25,1,1.25,2.25,2.5,2.25,2.5,2.25
1214,1,1.5,1.25,1.5,1.25,1.5,1.75,1.75,1.75
1215,1,1.25,1.75,2.25,1,1.75,1.25,1.5,1
1216,1,1.25,1,2.25,2.5,2,1.25,1.25,2.25
1217,1,1.5,1,1.5,1.25,2.25,1,2,2
1218,1,1,1.25,2,2.25,2,1.5,2.75,2.25
1219,1,2,2.5,2.5,2.75,2.5,2.25,2.5,2.5
1220,1,2.75,2,2.5,2.5,2,2.25,2.75,1.75
1221,1,3,3.75,4,3.25,3.25,2.5,3.75,3
1222,1,2.5,3,3.5,3.25,1,2.75,3,2.75
1223,1,1.25,1.75,1.5,2,2,1.75,1.75,2.5
1224,1,1.75,1.5,2,2,1.25,1.75,1.5,2
1225,1,3,3,2.75,2.25,3.5,3.75,3.75,3
1226,1,1.5,1,1,1,1.25,1,1.5,1.5
1227,1,1.5,1.75,2.5,2.25,2,2.25,2.75,2.5
1228,1,2.5,2.75,3,2.75,2.5,2.5,2.75,3.5
1229,1,1.5,2,2,2.5,1.25,1.75,1.25,1
1230,1,1,1.75,2.75,3,2.75,2.5,3.25,4.25
1231,1,2.25,2.5,2.75,3,3.5,3,3.75,3.25
1232,1,2,1,1.75,2.25,1.75,1,2,3
1233,1,1,1.25,2,1,1,1,1,1
1234,1,1.25,1.25,1.75,2,1.5,2.5,2,1.25
1235,1,2.5,2,1.5,2,2,2.25,1.75,2
1236,1,1,1,2,1.5,1,1.5,1.5,1.75
1237,1,2,2,2.25,2,2.5,1.75,2,2.25
1238,1,1.75,2.25,2.5,2.25,2.5,1.75,2.5,2.25
1239,1,1.25,1.75,2,1.75,2,2.75,2,2
1240,1,2,2.25,3.25,3,1.75,2,3,3
1241,1,3,2.25,2,2.25,2.25,2.25,2.25,2.25
1242,1,1.25,1,1,1,1.25,1,1,1
1243,1,1.75,1.5,1.5,1.75,2.5,1,2,1.25
1244,1,3,2.75,2.5,3.25,1.5,3.25,3,3.5
1245,1,1.5,1.75,2.25,1.75,1.75,2.25,2,2
1246,1,1,1,1,1,1.75,1.75,1.25,1.75
1247,1,2.25,2.25,3,1.5,2.5,3.25,3.5,3
1248,1,2.75,2.25,1.75,3.5,1.75,1.5,2,2.25
1249,1,3.5,2.5,2.5,1.75,3.5,3.25,3.25,1.75
1250,1,1.25,1,2.75,2.25,1,1.5,2.25,2.5
1251,1,1,2.25,2,2.25,2.5,1.75,1.25,2
1252,1,1.75,2,1.5,2.5,2.75,2.25,2,1.75
1253,1,3,3.25,3.5,3.25,2.75,3.5,3.75,3.25
1254,1,2.75,2,2.75,2,2.25,2.5,3.75,2
1255,1,2.25,2.25,1.25,1,2.75,2,3,2.5
1256,1,1,1,1,1,1,1.25,1.25,1
1257,1,2.75,3.25,3.25,4.25,2,2.25,3,2.75
1258,1,3,2.5,2.75,2.75,2.25,2.25,2.25,1.75
1259,1,1.25,1.75,1.75,1.75,2.25,1.5,2,2
1260,1,1.75,1,1.75,2,1,1,1,1.75
1261,1,2.75,3,3,2,1.25,1.75,2.75,1.5
1262,1,1.25,1,1.75,1.75,2,1.25,1.75,2.5
1263,1,1.25,3.25,2,2.25,3,2.25,2.75,3
1264,1,2.75,2.75,2.75,2.75,3,2.25,2.5,2.25
1265,1,1.5,1,1,1.75,2.25,1.25,2.25,2.75
1266,1,1.5,2,1,1,2.25,2.5,2.5,1.75
1267,1,1.75,2.5,2.75,2,2,3.25,2,2.25
1268,1,1.5,1.75,1.75,2,2.5,2.75,2.75,3
1269,1,1.75,1.75,2.25,2,1.5,1.5,2.75,2.25
1270,1,2.5,2.25,3,2.25,2.75,2.25,2.5,2
1271,1,3,2.75,1.75,2.75,2.75,2,2.75,3.5
1272,1,3.5,3.25,2,3,3,2.5,2,3
1273,1,1.75,1.25,1.25,1.5,2,1.75,2.25,2.5
1274,1,2,2.5,3.25,3.25,2.5,3.5,2.5,3.25
1275,1,3.25,3,2.5,2.75,3.25,3.25,3.25,4.25
1276,1,1.5,1.75,3.25,2.5,1,2,2.5,2.5
1277,1,1,1,3,2.75,2,2.75,3.75,3.25
1278,1,2.75,3.5,2.5,2.5,2.5,3,2.25,1.75
1279,1,1.75,1.5,1,1,2,2,1.5,1.25
1280,1,2,2.5,3,2.25,1.5,2.5,2.25,1.75
1281,1,2,2.5,2.5,1.75,2.5,2,2.75,2.5
1282,1,3.25,3,3,3.25,3,3.5,3.25,2.25
1283,1,2,3.25,3.75,3.75,2.25,2.25,2.5,3.25
1284,1,2,2.75,3.25,2.25,3.25,3.75,4.25,2.75
1285,1,1,1,1.5,1.5,1.75,1.75,2.25,2.75
1286,1,2.75,2.25,3,1.5,3.25,2.5,3.25,2
1287,1,2.5,2.25,1.75,2.75,3,2.5,1.75,3
1288,1,2,2.75,2.75,3,2.25,3.25,3.25,2.5
1289,1,1,2,1.25,2,2.5,2.25,1.75,2.25
1290,1,1,2,1.5,1.75,1.75,1.5,1.25,2.25
1291,1,1.25,1.75,1.25,2.5,1.25,1.5,1.25,1.25
1292,1,2.5,1.75,3,2.75,2.25,1.5,2.75,2.5
1293,1,2.5,2.5,1.75,2,3,4,3.25,3.75
1294,1,1.75,2.25,3.25,3.25,2,2.5,3.5,2.5
1295,1,2.25,2.5,2.25,3,1.5,2.5,2.75,3.25
1296,1,2,2.25,1,1,2.5,2.25,2.25,1.5
1297,1,1.25,2,3,2.75,1.25,1.5,2.25,1.75
1298,1,2,2.25,2.25,2,1,1,1.25,1
1299,1,2.75,2.25,2.25,1.75,3.25,2.25,2,2.25
1300,1,1.75,3,3,2.5,3.25,3.25,4,3.75
1301,1,2.5,2.75,3.75,2.5,4,3.75,3.25,2
1302,1,1.5,2,1.75,1.5,1,1.25,1,2
1303,1,1,1.75,2,2.25,2.25,2,1.75,3.25
1304,1,1.75,1.25,1,1.5,2.75,2.5,2.25,2.25
1305,1,1.5,1.5,1.25,2.25,2,2.5,2.5,2.5
1306,1,1.75,1,1.5,2,1.75,1,1.25,1.25
1307,1,1,1.75,2,3.5,1.25,1.25,2,2.75
1308,1,2.5,3.75,2.75,3.75,2.5,3.25,3.25,3.75
1309,1,2.75,2,2,2.5,2.25,3,2.5,1.75
1310,1,4,3.25,3.75,4,4.25,3.5,3.5,3.5
1311,1,2.5,4,4,3.5,3,4,3.5,3
1312,1,1,1,1,1.25,1,1,1.5,2.25
1313,1,2,2.25,1.25,1.75,2.25,2.25,1.75,1.5
1314,1,2.75,3,2.25,3.25,2.75,3.25,2.75,2.5
1315,1,3,3.75,4,3.5,3.5,3.5,3.5,3.75
1316,1,1.75,2.25,2.75,2,3.5,3,3.5,3
1317,1,2,1.5,2.25,1.25,1.5,1.75,1.75,1
1318,1,1.75,1.5,1.25,2,2,1.75,2.25,2.75
1319,1,3,3,2.75,2.25,2.5,2.5,2.25,2.75
1320,1,1.75,1,3,3.25,2,2.5,3,3.25
1321,1,2.75,3.75,2.75,2.75,2.25,3,3,2.75
1322,1,1.5,2.5,2.75,1.25,1.5,2.25,2,2
1323,1,1,1.75,1.75,2.75,1.75,2.75,2.25,2
1324,1,3,2.75,3.75,2.75,2,2,3.25,2.25
1325,1,1.75,1.75,1,2.5,1.75,1,1,1
1326,1,2.25,2.5,1.75,1.5,2.75,2.75,2,1.75
1327,1,2,3.5,2.75,2.25,2,2.75,3,2.5
1328,1,2.5,2.75,1.25,2.5,3,3.5,2.25,2.75
1329,1,1,1,1.25,1.5,1,1,1,1
1330,1,4,3.75,2.75,3.5,3.75,3,2.5,2
1331,1,3.25,3.75,3.5,4,3.25,3.25,3.75,3.25
1332,1,2,2.75,2,3.25,2,3,1.75,3.25
1333,1,1.75,1.75,1.25,2.25,1.75,2.25,1.75,2.75
1334,1,1,1.25,2.25,2.75,1,1,1,2
1335,1,3.5,1.5,1.5,1.5,2.5,2,2.75,1.25
1336,1,2,2,3,2.5,2.5,3,3.25,2.75
1337,1,3,1.75,3,2.75,2.5,2.5,3.5,2.75
