"id","cigsperday","hvysmoker","age","parsmoke","female","race","income","pareduc"
1520,1,0,18,1,1,2,4,2
1521,1,0,23,1,1,2,10,2
1522,2,0,21,0,1,1,10,3
1523,13,1,25,1,1,1,7,3
1524,4,0,19,1,1,1,10,1
1525,7,1,20,1,1,4,7,2
1526,3,0,20,1,0,1,7,2
1527,4,0,23,0,1,1,10,2
1528,1,0,18,1,1,4,12,2
1529,8,1,22,1,1,1,9,2
1530,1,0,18,0,1,4,3,2
1531,13,1,25,0,0,4,7,1
1532,5,0,18,0,0,1,9,2
1533,3,0,25,0,0,4,8,2
1534,5,0,24,0,1,4,6,2
1535,12,1,21,1,1,3,2,1
1536,1,0,20,0,0,1,16,3
1537,3,0,19,1,1,1,12,3
1538,3,0,21,1,0,1,3,1
1539,7,1,23,1,1,2,6,1
1540,3,0,24,0,1,4,5,2
1541,5,0,25,0,1,3,9,2
1542,3,0,18,0,1,3,4,2
1543,2,0,22,0,1,1,10,3
1544,2,0,19,0,1,1,6,2
1545,1,0,18,1,1,1,12,2
1546,13,1,25,0,1,4,6,2
1547,4,0,18,1,0,3,13,2
1548,1,0,18,0,0,1,11,3
1549,1,0,21,0,1,1,8,2
1550,3,0,25,0,1,1,6,3
1551,0,0,18,0,1,2,8,3
1552,13,1,24,1,0,1,7,3
1553,3,0,20,0,1,3,5,2
1554,18,1,25,1,1,1,13,2
1555,15,1,18,1,1,3,8,2
1556,12,1,22,1,0,2,9,2
1557,5,0,23,1,0,3,11,2
1558,7,1,25,0,1,1,7,3
1559,16,1,25,1,1,1,5,3
1560,10,1,18,0,1,1,10,3
1561,6,1,23,0,0,3,11,2
1562,5,0,18,1,1,1,10,2
1563,8,1,23,1,0,1,8,3
1564,1,0,21,1,1,1,7,1
1565,4,0,22,0,0,1,10,3
1566,6,1,19,0,0,3,9,2
1567,18,1,25,1,0,1,12,2
1568,3,0,21,1,0,1,11,1
1569,4,0,21,1,1,1,12,2
1570,7,1,24,1,1,2,6,2
1571,7,1,23,1,0,1,11,3
1572,10,1,25,1,1,1,13,3
1573,3,0,19,0,1,1,12,3
1574,2,0,19,1,1,1,8,2
1575,2,0,19,1,0,1,10,2
1576,3,0,22,1,0,1,7,2
1577,2,0,20,0,0,1,2,2
1578,3,0,25,0,1,1,19,3
1579,3,0,19,1,0,2,7,2
1580,15,1,20,1,0,1,7,1
1581,5,0,24,0,1,1,10,2
1582,5,0,22,1,1,2,3,2
1583,6,1,23,0,1,1,7,2
1584,3,0,21,0,1,2,4,2
1585,1,0,18,1,1,1,5,2
1586,7,1,21,1,0,1,12,2
1587,8,1,24,0,1,3,10,2
1588,1,0,18,0,1,3,6,2
1589,5,0,22,1,1,3,2,2
1590,8,1,24,1,1,1,7,2
1591,1,0,18,0,1,1,16,3
1592,4,0,25,1,0,2,10,1
1593,3,0,20,1,1,3,8,2
1594,3,0,24,0,1,3,11,3
1595,4,0,21,0,0,3,6,2
1596,7,1,23,1,1,1,7,2
1597,4,0,21,1,1,3,2,2
1598,3,0,25,1,0,1,5,3
1599,3,0,20,0,1,1,12,3
1600,18,1,25,1,1,1,3,2
1601,5,0,19,1,1,1,5,2
1602,3,0,18,1,0,1,8,2
1603,8,1,25,1,1,4,9,3
1604,1,0,20,0,1,1,8,2
1605,2,0,21,0,1,3,9,2
1606,19,1,18,0,1,1,9,2
1607,0,0,18,0,0,4,11,2
1608,4,0,20,0,1,3,9,2
1609,13,1,20,1,0,1,6,2
1610,5,0,22,0,1,2,1,2
1611,6,1,25,1,1,1,11,3
1612,0,0,19,0,0,1,8,3
1613,6,1,21,1,0,2,5,2
1614,3,0,20,1,1,4,5,3
1615,3,0,23,1,1,3,7,3
1616,6,1,20,1,1,1,14,2
1617,12,1,24,1,1,1,9,3
1618,8,1,25,1,1,3,9,2
1619,6,1,21,1,0,3,6,2
1620,6,1,23,0,0,3,12,2
1621,0,0,24,0,0,2,10,2
1622,9,1,23,0,1,1,14,3
1623,2,0,20,1,0,1,4,2
1624,4,0,22,1,0,3,10,2
1625,1,0,18,0,0,1,9,2
1626,9,1,25,0,0,2,16,3
1627,2,0,20,0,0,1,13,3
1628,5,0,25,0,0,3,7,2
1629,3,0,19,1,0,1,12,2
1630,2,0,18,0,0,1,10,2
1631,1,0,18,0,0,1,7,2
1632,6,1,24,0,0,2,10,2
1633,5,0,22,1,0,2,2,2
1634,3,0,22,0,0,1,2,1
1635,3,0,21,0,0,1,8,2
1636,2,0,21,0,0,1,15,2
1637,3,0,19,1,0,1,13,3
1638,4,0,18,0,1,1,10,2
1639,4,0,21,1,1,1,8,2
1640,3,0,19,1,1,1,4,2
1641,4,0,21,1,0,1,12,3
1642,6,1,23,1,1,3,12,2
1643,3,0,19,0,1,1,9,3
1644,1,0,21,0,0,3,6,3
1645,1,0,20,0,1,3,9,3
1646,12,1,21,1,1,1,7,2
1647,8,1,23,1,0,1,1,2
1648,1,0,22,0,1,3,13,3
1649,1,0,20,0,0,3,7,2
1650,2,0,20,1,1,3,2,2
1651,15,1,21,1,0,1,5,2
1652,1,0,18,0,1,3,4,1
1653,3,0,23,0,0,1,9,3
1654,6,1,24,1,0,1,8,3
1655,4,0,20,1,0,1,6,2
1656,2,0,20,1,0,1,8,3
1657,12,1,22,1,1,1,9,2
1658,5,0,21,0,1,1,4,2
1659,5,0,20,1,1,1,12,3
1660,1,0,24,0,0,1,9,2
1661,7,1,20,1,0,1,6,2
1662,9,1,18,1,0,1,8,2
1663,12,1,25,1,0,1,9,2
1664,1,0,20,0,1,3,5,2
1665,15,1,24,1,0,1,9,2
1666,5,0,18,1,1,1,4,2
1667,5,0,21,1,1,1,12,2
1668,2,0,21,0,0,3,7,2
1669,1,0,21,0,1,2,13,3
1670,5,0,23,1,1,3,2,1
1671,0,0,22,0,0,2,9,2
1672,0,0,25,0,1,1,10,3
1673,6,1,21,1,0,1,15,3
1674,5,0,24,0,1,1,13,3
1675,7,1,19,0,0,1,13,3
1676,12,1,24,1,0,1,9,3
1677,6,1,23,1,1,1,1,2
1678,3,0,22,0,1,1,7,2
1679,23,1,25,1,1,2,8,2
1680,6,1,20,0,1,1,9,2
1681,15,1,24,0,1,1,6,3
1682,1,0,20,0,0,1,9,3
1683,5,0,21,1,1,1,7,2
1684,5,0,23,0,0,1,10,3
1685,4,0,21,0,0,3,5,1
1686,6,1,25,0,0,1,7,2
1687,1,0,20,0,0,3,12,1
1688,24,1,20,1,0,3,5,2
1689,8,1,22,1,1,3,3,2
1690,8,1,24,0,0,1,7,2
1691,6,1,24,0,0,1,6,3
1692,7,1,21,0,0,1,12,3
1693,3,0,22,0,1,1,7,2
1694,8,1,24,1,1,1,10,2
1695,6,1,19,1,0,1,9,2
1696,3,0,19,1,0,1,7,3
1697,4,0,18,1,1,1,3,2
1698,3,0,24,0,1,1,11,2
1699,0,0,22,0,0,1,14,3
1700,1,0,18,1,1,3,2,2
1701,1,0,18,1,0,2,7,2
1702,4,0,22,1,0,2,8,2
1703,1,0,20,0,1,1,10,3
1704,1,0,20,0,1,1,13,2
1705,3,0,21,1,1,1,6,2
1706,3,0,25,1,0,1,6,2
1707,16,1,23,1,1,1,7,2
1708,3,0,23,0,0,3,5,3
1709,4,0,25,1,1,1,5,2
1710,1,0,18,1,0,1,6,2
1711,1,0,19,0,1,1,8,2
1712,7,1,23,0,1,3,6,1
1713,1,0,18,0,1,1,10,3
1714,6,1,24,0,0,1,5,2
1715,3,0,19,1,1,3,6,2
1716,3,0,20,0,0,1,2,2
1717,7,1,22,1,1,3,6,2
1718,3,0,18,1,0,1,6,2
1719,7,1,24,0,0,1,11,2
1720,2,0,19,1,0,2,11,2
1721,28,1,23,0,1,1,16,3
1722,6,1,22,1,1,3,7,3
1723,5,0,24,0,1,3,6,1
1724,2,0,25,0,0,3,7,3
1725,8,1,22,0,1,3,1,1
1726,4,0,20,0,0,2,3,2
1727,8,1,24,1,0,1,11,3
1728,1,0,18,0,1,4,9,3
1729,0,0,20,0,1,1,11,3
1730,5,0,25,0,0,1,13,3
1731,3,0,20,0,1,1,9,3
1732,3,0,25,0,1,1,9,3
1733,3,0,18,1,1,3,7,3
1734,10,1,22,1,0,3,13,2
1735,1,0,20,0,0,2,13,3
1736,3,0,20,1,0,1,9,2
1737,3,0,23,0,0,3,10,2
1738,15,1,25,1,0,1,9,2
1739,2,0,22,0,1,1,10,3
1740,6,1,22,1,1,1,8,1
1741,10,1,23,0,1,3,8,2
1742,3,0,20,1,1,1,13,3
1743,4,0,23,0,0,1,4,3
1744,5,0,19,1,0,1,15,2
1745,5,0,23,0,1,1,11,3
1746,8,1,22,0,0,3,8,2
1747,6,1,22,1,0,1,6,2
1748,3,0,21,0,0,3,2,2
1749,10,1,22,1,0,1,16,2
1750,0,0,23,0,1,1,11,2
1751,5,0,18,1,1,2,9,3
1752,2,0,23,0,0,1,11,3
1753,6,1,22,0,1,1,13,3
1754,7,1,23,1,1,3,11,2
1755,6,1,22,0,1,3,6,1
1756,7,1,21,1,1,1,10,3
1757,10,1,21,1,0,1,7,2
1758,3,0,24,0,1,1,8,2
1759,2,0,18,1,0,1,4,2
1760,0,0,22,0,0,1,12,2
1761,6,1,24,1,1,1,10,2
1762,10,1,24,1,1,3,12,3
1763,7,1,21,1,1,1,4,1
1764,1,0,19,0,1,1,12,2
1765,1,0,18,0,0,1,9,2
1766,7,1,25,1,0,2,8,2
1767,10,1,23,1,1,1,8,1
1768,2,0,18,1,0,1,8,2
1769,4,0,20,1,0,3,1,2
1770,1,0,18,0,0,1,13,2
1771,5,0,24,0,1,3,15,2
1772,3,0,21,1,1,2,8,2
1773,21,1,22,1,1,2,2,2
1774,10,1,25,0,1,3,11,2
1775,3,0,19,0,0,1,10,2
1776,6,1,24,0,1,3,7,2
1777,6,1,24,0,1,3,10,3
1778,6,1,24,0,0,1,6,3
1779,3,0,21,0,0,1,12,3
1780,6,1,25,0,1,3,10,2
1781,2,0,23,0,1,2,11,3
1782,1,0,19,0,0,3,1,1
1783,3,0,21,1,0,3,12,3
1784,6,1,24,1,1,3,8,2
1785,6,1,21,1,0,1,8,2
1786,4,0,23,0,1,4,8,3
1787,5,0,22,1,1,4,12,2
1788,16,1,25,1,1,1,8,2
1789,4,0,19,1,1,1,2,1
1790,6,1,23,1,0,3,4,2
1791,7,1,21,1,1,1,11,2
1792,2,0,25,0,1,3,6,2
1793,3,0,18,0,1,1,15,3
1794,3,0,21,1,1,1,8,2
1795,4,0,20,0,1,3,7,2
1796,1,0,19,0,0,1,7,2
1797,1,0,18,1,1,2,14,2
1798,3,0,20,1,1,3,11,2
1799,4,0,20,1,0,1,7,3
1800,3,0,24,0,1,3,6,2
1801,23,1,21,0,1,4,10,3
1802,8,1,22,1,1,1,6,2
1803,7,1,25,0,1,1,10,2
1804,0,0,18,0,0,4,11,3
1805,6,1,19,0,1,1,4,2
1806,3,0,18,0,0,1,10,2
1807,2,0,21,0,0,3,10,3
1808,4,0,19,0,0,1,1,2
1809,16,1,25,1,1,2,4,2
1810,3,0,18,1,1,1,9,2
1811,5,0,25,1,0,1,11,2
1812,5,0,24,1,1,2,11,3
1813,3,0,19,0,1,1,11,2
1814,10,1,24,1,1,3,9,2
1815,7,1,21,1,0,3,10,2
1816,5,0,20,1,1,3,5,2
1817,2,0,18,0,1,3,6,2
1818,12,1,25,1,0,3,2,2
1819,3,0,20,1,1,2,4,1
1820,3,0,18,1,0,1,9,3
1821,2,0,19,0,0,3,1,1
1822,2,0,21,0,0,4,8,2
1823,12,1,24,0,1,3,12,2
1824,2,0,18,1,0,3,13,2
1825,4,0,20,1,0,1,9,3
1826,2,0,24,0,1,1,6,3
1827,0,0,18,0,0,1,12,3
1828,1,0,24,0,1,3,9,2
1829,23,1,18,1,1,1,12,3
1830,13,1,23,0,0,1,11,2
1831,1,0,18,0,0,4,5,1
1832,12,1,23,1,1,1,10,1
1833,7,1,22,1,1,1,4,2
1834,23,1,22,0,0,3,9,2
1835,1,0,22,0,1,1,8,2
1836,5,0,23,1,0,1,1,1
1837,9,1,24,0,1,1,8,2
1838,12,1,24,1,1,1,4,1
1839,3,0,18,0,1,3,4,2
1840,3,0,20,0,0,1,14,3
1841,3,0,18,0,0,1,15,3
1842,16,1,22,1,1,3,10,2
1843,3,0,23,0,1,3,13,2
1844,1,0,21,0,1,3,5,2
1845,1,0,19,0,0,1,9,3
1846,0,0,24,0,0,1,6,2
1847,8,1,22,1,1,1,5,2
1848,6,1,21,1,1,1,13,2
1849,6,1,23,1,0,3,4,2
1850,8,1,20,0,0,1,9,1
1851,5,0,20,1,0,1,11,2
1852,10,1,25,1,1,3,8,1
1853,1,0,21,0,0,3,12,2
1854,3,0,23,0,1,1,9,3
1855,4,0,22,1,0,1,6,3
1856,5,0,19,0,0,1,11,3
1857,3,0,21,0,1,1,6,2
1858,0,0,18,0,1,4,11,3
1859,2,0,22,0,1,1,14,2
1860,9,1,18,1,0,2,13,2
1861,9,1,22,1,1,1,10,2
1862,1,0,20,0,1,1,14,2
1863,8,1,23,1,1,3,6,2
1864,2,0,24,0,1,1,6,2
1865,3,0,22,0,0,3,12,2
1866,1,0,20,0,0,3,5,2
1867,12,1,23,1,0,2,1,2
1868,1,0,21,0,0,3,1,2
1869,2,0,24,0,1,3,5,2
1870,5,0,23,1,1,1,7,2
1871,1,0,18,0,1,3,5,2
1872,2,0,20,0,0,3,7,1
1873,7,1,25,0,1,1,11,3
1874,1,0,22,0,0,1,16,2
1875,5,0,20,1,1,3,2,2
1876,4,0,18,1,1,3,8,2
1877,6,1,19,1,1,1,5,1
1878,4,0,22,1,0,1,12,3
1879,6,1,23,1,1,2,9,2
1880,7,1,24,1,1,1,13,2
1881,5,0,23,0,0,2,8,3
1882,0,0,18,0,1,3,5,2
1883,0,0,19,0,0,2,15,3
1884,6,1,18,1,1,1,7,2
1885,3,0,21,1,1,1,14,2
1886,7,1,25,1,1,2,5,2
1887,3,0,18,1,0,1,1,2
1888,2,0,24,0,1,1,6,2
1889,3,0,22,0,1,1,14,2
1890,5,0,21,1,0,1,9,2
1891,7,1,20,1,1,1,11,3
1892,7,1,25,0,0,1,7,2
1893,0,0,23,0,0,1,7,2
1894,2,0,25,0,1,1,17,3
1895,13,1,24,1,1,1,2,1
1896,15,1,25,1,1,1,5,2
1897,3,0,25,0,0,2,8,2
1898,2,0,20,1,1,1,5,2
1899,9,1,25,1,1,1,17,3
1900,3,0,23,0,0,1,7,3
1901,3,0,20,1,0,1,10,2
1902,3,0,19,0,1,3,13,2
1903,7,1,25,0,1,1,6,3
1904,10,1,22,0,1,3,6,2
1905,7,1,25,0,0,3,4,2
1906,4,0,20,1,1,3,1,2
1907,6,1,25,0,1,1,11,3
1908,6,1,20,0,1,1,12,2
1909,7,1,20,1,0,2,6,2
1910,5,0,19,0,1,1,1,2
1911,1,0,24,0,1,3,4,2
1912,1,0,19,0,0,3,1,2
1913,1,0,20,0,1,1,12,3
1914,7,1,24,1,1,1,15,2
1915,1,0,18,0,1,1,5,2
1916,10,1,24,0,0,3,5,1
1917,1,0,19,1,1,4,6,2
1918,9,1,24,1,1,3,9,2
1919,6,1,21,1,0,3,9,2
1920,3,0,19,1,1,1,11,3
1921,1,0,21,0,1,1,14,2
1922,2,0,20,0,0,3,6,2
1923,7,1,19,0,0,1,7,2
1924,2,0,18,1,0,1,15,3
1925,8,1,23,0,0,1,7,2
1926,13,1,23,1,1,1,3,1
1927,3,0,19,1,1,3,6,2
1928,13,1,25,1,0,1,4,1
1929,1,0,21,0,1,3,2,1
1930,6,1,19,1,0,1,7,2
1931,10,1,25,0,0,2,3,2
1932,1,0,18,1,1,1,7,2
1933,1,0,20,0,0,1,6,2
1934,3,0,24,0,1,2,11,3
1935,8,1,19,1,1,1,3,2
1936,9,1,23,1,0,1,9,2
1937,15,1,25,1,0,1,10,3
1938,2,0,18,0,0,1,9,3
1939,4,0,21,1,0,1,8,2
1940,2,0,25,0,1,3,10,2
1941,2,0,22,0,1,2,11,2
1942,13,1,25,1,1,3,15,2
1943,19,1,25,1,0,1,9,2
1944,18,1,25,1,1,1,5,2
1945,4,0,23,1,1,1,9,3
1946,4,0,20,0,1,2,9,3
1947,0,0,24,0,0,2,9,2
1948,4,0,25,0,1,1,6,2
1949,6,1,23,0,1,1,1,1
1950,6,1,19,1,1,1,5,1
1951,7,1,18,0,1,2,9,2
1952,16,1,25,1,0,1,9,2
1953,19,1,23,1,0,1,9,3
1954,3,0,20,0,1,3,3,2
1955,3,0,21,1,0,1,12,2
1956,1,0,24,0,0,2,5,3
1957,3,0,22,0,1,1,4,2
1958,13,1,24,1,1,4,2,1
1959,9,1,25,1,1,4,3,2
1960,23,1,21,0,1,1,15,2
1961,3,0,25,0,1,2,6,3
1962,16,1,25,1,0,1,7,3
1963,3,0,25,1,0,1,5,2
1964,4,0,20,0,1,3,5,3
1965,1,0,23,0,1,1,12,3
1966,1,0,22,0,1,2,4,2
1967,7,1,20,1,1,3,5,2
1968,0,0,19,0,0,3,6,1
1969,7,1,22,1,1,4,7,2
1970,4,0,22,0,0,1,8,3
1971,2,0,21,1,0,1,6,2
1972,1,0,21,0,0,3,1,2
1973,7,1,23,1,1,3,10,2
1974,4,0,25,0,1,3,1,1
1975,12,1,22,1,1,3,1,2
1976,5,0,18,0,0,3,8,3
1977,3,0,22,1,0,4,7,2
1978,0,0,19,0,0,1,15,3
1979,3,0,23,0,1,2,11,2
1980,6,1,22,1,1,3,7,2
1981,9,1,21,1,1,1,14,2
1982,2,0,21,0,0,2,7,3
1983,3,0,20,1,1,1,9,3
1984,4,0,22,0,0,1,13,2
1985,5,0,20,1,1,1,8,2
1986,5,0,18,1,1,3,3,3
1987,4,0,24,0,1,3,11,2
1988,1,0,18,0,0,1,10,2
1989,8,1,22,1,0,1,6,2
1990,1,0,23,0,0,1,10,2
1991,10,1,25,1,1,3,8,2
1992,6,1,21,1,1,1,6,2
1993,4,0,25,1,1,1,2,2
1994,15,1,24,0,1,1,15,3
1995,3,0,25,1,1,4,10,2
1996,7,1,25,0,1,1,6,2
1997,7,1,21,1,1,3,7,2
1998,12,1,25,1,1,1,10,2
1999,10,1,22,1,1,1,7,3
2000,3,0,19,1,1,1,4,2
